City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
59,Bischofswerda,DE,2022-05-05 18:45:33,51.1277,14.1797,58.15,81,100,5.35
60,Omsukchan,RU,2022-05-05 18:45:34,62.5333,155.8,21.31,97,100,6.49
61,Castro,BR,2022-05-05 18:45:34,-24.7911,-50.0119,67.55,66,68,2.46
62,Namatanai,PG,2022-05-05 18:45:35,-3.6667,152.4333,79.5,82,100,7.96
63,Boa Vista,BR,2022-05-05 18:45:35,2.8197,-60.6733,78.78,83,75,6.91
64,Lima,PE,2022-05-05 18:43:27,-12.0432,-77.0282,66.45,73,0,6.91
65,Teguise,ES,2022-05-05 18:45:36,29.0605,-13.564,66.42,68,20,24.16
66,Niono,ML,2022-05-05 18:45:36,14.2526,-5.993,98.71,11,29,7.54
67,Puerto Ayora,EC,2022-05-05 18:45:09,-0.7393,-90.3518,80.56,87,100,7.78
68,Sal,JO,2022-05-05 18:45:37,32.5694,35.9119,54.84,76,42,16.28
69,Kalmunai,LK,2022-05-05 18:45:37,7.4167,81.8167,81.43,80,100,3.65
70,Columbus,US,2022-05-05 18:45:38,39.9612,-82.9988,65.01,72,100,4.61
71,Esperance,AU,2022-05-05 18:45:38,-33.8667,121.9,49.84,79,5,7.96
72,San Andres,CO,2022-05-05 18:45:38,12.5847,-81.7006,86.02,79,100,11.5
73,Eskil,TR,2022-05-05 18:45:39,38.4017,33.4131,48.45,66,71,11.12
74,Ilulissat,GL,2022-05-05 18:37:11,69.2167,-51.1,24.82,54,0,10.36
75,Marsa Matruh,EG,2022-05-05 18:45:40,31.3525,27.2453,64.6,68,20,12.66
76,Severo-Kurilsk,RU,2022-05-05 18:45:40,50.6789,156.125,33.3,88,36,8.79
77,Sinnamary,GF,2022-05-05 18:45:41,5.3833,-52.95,81.07,82,90,7.72
78,Butaritari,KI,2022-05-05 18:45:41,3.0707,172.7902,81.86,68,100,17.65
79,Hofn,IS,2022-05-05 18:45:41,64.2539,-15.2082,40.3,91,100,12.64
80,Kilakarai,IN,2022-05-05 18:45:42,9.2333,78.7833,85.1,66,100,4.12
81,Punta Arenas,CL,2022-05-05 18:45:42,-53.15,-70.9167,50.11,57,75,29.93
82,Sao Filipe,CV,2022-05-05 18:45:43,14.8961,-24.4956,73.78,77,83,6.44
83,Prostejov,CZ,2022-05-05 18:45:43,49.4719,17.1118,62.67,96,94,1.99
84,Berlevag,NO,2022-05-05 18:45:44,70.8578,29.0864,33.6,76,100,16.69
85,Richards Bay,ZA,2022-05-05 18:45:44,-28.783,32.0377,67.19,93,1,7.02
86,Provideniya,RU,2022-05-05 18:45:45,64.3833,-173.3,27.81,84,66,3.15
87,Arraial Do Cabo,BR,2022-05-05 18:45:45,-22.9661,-42.0278,78.76,61,40,12.66
88,Kamenka,RU,2022-05-05 18:45:45,51.3223,42.7678,40.89,59,82,7.58
89,Belmonte,BR,2022-05-05 18:35:59,-15.8631,-38.8828,82.54,74,0,10.98
90,Pevek,RU,2022-05-05 18:45:46,69.7008,170.3133,23.7,94,98,6.76
91,Souillac,MU,2022-05-05 18:45:46,-20.5167,57.5167,77.38,83,75,19.57
92,Vardo,NO,2022-05-05 18:45:47,70.3705,31.1107,35.58,69,0,18.41
93,Hatillo,PR,2022-05-05 18:46:47,18.4863,-66.8254,88.16,72,21,11.99
94,Kingaroy,AU,2022-05-05 18:46:48,-26.5333,151.8333,64.44,100,100,3.44
95,Hobart,AU,2022-05-05 18:46:48,-42.8794,147.3294,57.06,96,100,14.97
96,Kavaratti,IN,2022-05-05 18:40:03,10.5669,72.642,85.26,72,100,9.91
97,Yakeshi,CN,2022-05-05 18:46:49,49.2833,120.7333,40.6,43,100,12.5
98,Huntsville,US,2022-05-05 18:42:00,34.7304,-86.5861,87.96,59,20,11.5
99,Leningradskiy,RU,2022-05-05 18:38:33,69.3833,178.4167,11.89,95,60,4.45
100,Marsabit,KE,2022-05-05 18:46:50,2.3284,37.9899,69.82,66,67,14.05
101,Cayenne,GF,2022-05-05 18:46:50,4.9333,-52.3333,84.24,1,75,8.05
102,Bethel,US,2022-05-05 18:46:50,41.3712,-73.414,72.19,36,0,8.05
103,Port Moresby,PG,2022-05-05 18:46:51,-9.4431,147.1797,76.42,100,40,5.75
104,Biscarrosse,FR,2022-05-05 18:46:51,44.3945,-1.1672,60.75,59,0,10.36
105,Cabo San Lucas,MX,2022-05-05 18:46:52,22.8909,-109.9124,81.61,54,0,3.0
106,Surman,LY,2022-05-05 18:46:52,32.7567,12.5716,81.39,31,100,11.41
107,Ancud,CL,2022-05-05 18:43:04,-41.8697,-73.8203,53.98,92,98,14.63
108,Dzaoudzi,YT,2022-05-05 18:46:53,-12.7887,45.2699,80.49,74,75,12.66
109,Lebu,CL,2022-05-05 18:46:53,-37.6167,-73.65,58.86,76,64,7.54
110,Hay River,CA,2022-05-05 18:45:37,60.8156,-115.7999,58.98,26,20,6.91
111,Shitanjing,CN,2022-05-05 18:46:54,39.2342,106.3439,55.76,30,60,4.52
112,Constitucion,CL,2022-05-05 18:46:54,-35.3333,-72.4167,60.91,75,96,7.54
113,Tokonou,GN,2022-05-05 18:46:55,9.65,-9.7833,74.21,71,95,4.0
114,Barrow,US,2022-05-05 18:46:55,71.2906,-156.7887,14.02,85,100,14.97
115,Olafsvik,IS,2022-05-05 18:37:23,64.8945,-23.7142,37.36,81,100,7.72
116,Lagos,NG,2022-05-05 18:45:06,6.5833,3.75,84.52,83,100,6.89
117,Manta,EC,2022-05-05 18:46:56,-0.95,-80.7333,83.98,70,75,9.22
118,Mount Gambier,AU,2022-05-05 18:46:56,-37.8333,140.7667,42.71,100,100,8.05
119,Borogontsy,RU,2022-05-05 18:46:57,62.6683,131.1683,25.05,88,100,9.37
120,New Norfolk,AU,2022-05-05 18:46:57,-42.7826,147.0587,56.7,87,100,7.0
121,Banda Aceh,ID,2022-05-05 18:46:58,5.5577,95.3222,79.29,85,98,13.06
122,Kamiiso,JP,2022-05-05 18:46:58,41.8167,140.65,48.78,74,0,1.92
123,Los Llanos De Aridane,ES,2022-05-05 18:46:58,28.6585,-17.9182,64.15,77,75,10.36
124,La Rioja,ES,2022-05-05 18:46:59,42.25,-2.5,53.38,86,43,5.5
125,Nikolskoye,RU,2022-05-05 18:46:59,59.7035,30.7861,46.29,57,94,6.11
126,Grindavik,IS,2022-05-05 18:47:00,63.8424,-22.4338,41.47,65,40,25.32
127,South Lake Tahoe,US,2022-05-05 18:44:29,38.9332,-119.9844,65.97,34,0,19.57
128,Peniche,PT,2022-05-05 18:43:56,39.3558,-9.3811,67.28,84,3,8.32
129,Kupang,ID,2022-05-05 18:47:00,-10.1667,123.5833,79.12,80,6,10.45
130,Laguna,US,2022-05-05 18:47:01,38.421,-121.4238,75.97,48,0,11.5
131,San Policarpo,PH,2022-05-05 18:47:01,12.1791,125.5072,80.73,80,100,5.08
132,Namibe,AO,2022-05-05 18:47:02,-15.1961,12.1522,83.03,54,0,8.05
133,Skibbereen,IE,2022-05-05 18:47:02,51.55,-9.2667,56.1,90,83,9.26
134,Asau,RO,2022-05-05 18:47:03,46.4333,26.4,49.28,82,15,0.56
135,Xiaoyi,CN,2022-05-05 18:47:03,34.6178,109.703,69.06,49,9,3.29
136,Huarmey,PE,2022-05-05 18:47:04,-10.0681,-78.1522,71.42,74,66,10.96
137,Edemissen,DE,2022-05-05 18:47:04,52.387,10.2614,62.69,72,39,6.02
138,George Town,MY,2022-05-05 18:43:55,5.4112,100.3354,82.33,88,20,3.44
139,Chuy,UY,2022-05-05 18:48:05,-33.6971,-53.4616,66.04,59,100,5.28
140,Kaitangata,NZ,2022-05-05 18:48:05,-46.2817,169.8464,54.14,79,100,4.27
141,Ixtapa,MX,2022-05-05 18:48:06,20.7,-105.2,94.68,33,1,8.97
142,Hammerfest,NO,2022-05-05 18:48:06,70.6634,23.6821,37.85,75,75,4.61
143,Dikson,RU,2022-05-05 18:48:07,73.5069,80.5464,15.76,97,100,4.83
144,Tomatlan,MX,2022-05-05 18:46:10,19.9333,-105.25,93.67,34,6,10.98
145,Aras,ES,2022-05-05 18:48:07,42.5617,-2.356,57.61,51,20,9.22
146,Durnesti,RO,2022-05-05 18:48:08,47.7667,27.1,50.22,55,6,6.53
147,Pafos,CY,2022-05-05 18:48:08,34.7667,32.4167,65.98,68,20,9.22
148,Chocen,CZ,2022-05-05 18:48:09,50.0016,16.223,58.96,92,87,1.23
149,Mahebourg,MU,2022-05-05 18:48:09,-20.4081,57.7,77.29,83,75,19.57
150,Lucapa,AO,2022-05-05 18:48:10,-8.4192,20.7447,74.34,65,99,2.04
151,Bengkulu,ID,2022-05-05 18:48:10,-3.8004,102.2655,76.15,88,96,4.0
152,Petropavlovsk-Kamchatskiy,RU,2022-05-05 18:48:10,53.0452,158.6483,27.19,100,0,6.71
153,Samarai,PG,2022-05-05 18:48:11,-10.6167,150.6667,81.77,79,79,5.66
154,Middle Island,US,2022-05-05 18:48:11,40.8843,-72.9373,73.45,54,0,10.36
155,Clyde River,CA,2022-05-05 18:48:12,70.4692,-68.5914,26.83,74,0,10.36
156,Roald,NO,2022-05-05 18:48:13,62.5833,6.1333,52.75,66,75,10.36
157,Vila Franca Do Campo,PT,2022-05-05 18:48:13,37.7167,-25.4333,64.81,78,100,12.91
158,Hauknes,NO,2022-05-05 18:48:14,66.2833,14.0667,38.79,88,75,4.61
159,Sitka,US,2022-05-05 18:48:14,57.0531,-135.33,44.49,76,75,3.44
160,Mannarakkat,IN,2022-05-05 18:48:15,10.9833,76.4667,76.42,87,100,4.47
161,Brazzaville,CG,2022-05-05 18:48:00,-4.2658,15.2832,79.99,72,100,1.3
162,Cidreira,BR,2022-05-05 18:48:15,-30.1811,-50.2056,67.19,66,100,9.4
163,Beyla,GN,2022-05-05 18:48:16,8.6833,-8.6333,71.51,88,100,4.07
164,Russell,US,2022-05-05 18:48:16,32.3502,-85.1999,89.91,54,0,8.05
165,Te Anau,NZ,2022-05-05 18:48:17,-45.4167,167.7167,49.66,93,27,1.68
166,Urumqi,CN,2022-05-05 18:48:17,43.801,87.6005,63.55,68,0,15.66
167,Presidencia Roque Saenz Pena,AR,2022-05-05 18:48:18,-26.7852,-60.4388,77.04,47,24,5.86
168,Bjerkvik,NO,2022-05-05 18:48:18,68.5597,17.5189,39.02,97,100,17.02
169,Ahipara,NZ,2022-05-05 18:48:19,-35.1667,173.1667,58.37,89,18,5.99
170,Calabar,NG,2022-05-05 18:45:44,4.9517,8.322,77.63,92,100,4.74
171,Kihei,US,2022-05-05 18:48:19,20.785,-156.4656,75.97,81,100,13.8
172,Swindon,GB,2022-05-05 18:46:58,51.558,-1.7812,66.94,59,0,5.75
173,Phulabani,IN,2022-05-05 18:48:20,20.4667,84.2333,78.8,66,0,5.01
174,Hohhot,CN,2022-05-05 18:48:20,40.8106,111.6522,52.09,37,0,11.18
175,The Valley,AI,2022-05-05 18:43:35,18.217,-63.0578,85.86,65,40,16.11
176,Kaeo,NZ,2022-05-05 18:48:21,-35.1,173.7833,60.21,88,59,6.6
177,Menongue,AO,2022-05-05 18:48:21,-14.6585,17.691,60.55,63,7,2.57
178,Kidal,ML,2022-05-05 18:48:22,18.4411,1.4078,97.57,9,100,10.02
179,Fomboni,KM,2022-05-05 18:48:22,-12.28,43.7425,82.4,71,86,16.87
180,Vila Velha,BR,2022-05-05 18:48:25,-20.3297,-40.2925,80.55,83,75,13.8
181,Chiknayakanhalli,IN,2022-05-05 18:48:26,13.4172,76.6228,74.68,72,100,9.89
182,Batagay-Alyta,RU,2022-05-05 18:48:26,67.8006,130.4114,3.78,93,87,6.33
183,Taoudenni,ML,2022-05-05 18:38:37,22.6783,-3.9836,95.52,10,16,7.47
184,Stulovo,RU,2022-05-05 18:48:27,58.7225,50.1439,30.83,64,10,7.27
185,Ponta Do Sol,PT,2022-05-05 18:49:27,32.6667,-17.1,68.72,68,30,5.1
186,Mar Del Plata,AR,2022-05-05 18:48:09,-38.0023,-57.5575,70.95,52,0,16.11
187,Pringsewu,ID,2022-05-05 18:49:28,-5.3582,104.9744,73.89,97,100,0.83
188,Nampula,MZ,2022-05-05 18:49:28,-15.1165,39.2666,73.35,78,40,6.91
189,Alghero,IT,2022-05-05 18:49:29,40.5589,8.3181,59.09,94,20,10.36
190,Bilma,NE,2022-05-05 18:49:29,18.6853,12.9164,97.07,11,0,7.52
191,Yumen,CN,2022-05-05 18:49:29,40.2833,97.2,61.93,31,100,25.59
192,Miri,MY,2022-05-05 18:49:30,4.4148,114.0089,78.94,94,20,1.14
193,Yerofey Pavlovich,RU,2022-05-05 18:49:30,53.9667,121.9667,29.79,63,100,4.47
194,Lodja,CD,2022-05-05 18:49:31,-3.4833,23.4333,76.89,73,100,1.77
195,San Pedro,PH,2022-05-05 18:49:30,14.35,121.0167,83.43,73,20,4.61
196,Villamontes,BO,2022-05-05 18:49:31,-21.25,-63.5,81.7,21,0,7.52
197,Longyearbyen,SJ,2022-05-05 18:49:32,78.2186,15.6401,22.84,68,75,5.75
198,Ankara,TR,2022-05-05 18:46:44,39.9199,32.8543,51.19,59,75,10.36
199,Fort Nelson,CA,2022-05-05 18:45:48,58.8053,-122.7002,51.39,28,75,4.61
200,Thompson,CA,2022-05-05 18:47:28,55.7435,-97.8558,37.56,65,100,10.36
201,Tasiilaq,GL,2022-05-05 18:49:32,65.6145,-37.6368,28.56,65,44,1.23
202,Puerto Escondido,MX,2022-05-05 18:49:33,15.85,-97.0667,88.9,48,33,9.22
203,Carballo,ES,2022-05-05 18:47:34,43.213,-8.691,67.42,84,2,9.01
204,Luanda,AO,2022-05-05 18:47:03,-8.8368,13.2343,80.6,78,0,10.36
205,Sur,OM,2022-05-05 18:49:33,22.5667,59.5289,81.68,64,0,6.76
206,Alyangula,AU,2022-05-05 18:49:34,-13.8483,136.4192,73.27,94,75,0.0
207,Tecoanapa,MX,2022-05-05 18:49:34,16.5167,-98.75,85.17,52,100,9.37
208,Port Lincoln,AU,2022-05-05 18:46:37,-34.7333,135.8667,56.46,56,95,11.1
209,Lagoa,PT,2022-05-05 18:49:35,39.05,-27.9833,61.99,85,100,27.07
210,Coihaique,CL,2022-05-05 18:49:35,-45.5752,-72.0662,50.61,50,40,11.5
211,Bloemfontein,ZA,2022-05-05 18:49:36,-29.1211,26.214,53.08,62,0,1.14
212,Avera,US,2022-05-05 18:49:36,33.194,-82.5271,89.11,36,4,6.15
213,Fairbanks,US,2022-05-05 18:49:37,64.8378,-147.7164,50.31,61,40,1.99
214,Ta Khmau,KH,2022-05-05 18:49:37,11.4833,104.95,82.45,89,40,4.61
215,Novomikhaylovskiy,RU,2022-05-05 18:49:37,44.2581,38.8578,51.06,92,100,6.87
216,Tyret Pervaya,RU,2022-05-05 18:49:38,53.6703,102.3106,38.71,44,100,12.44
217,Lompoc,US,2022-05-05 18:49:38,34.6391,-120.4579,69.94,89,40,6.91
218,Oktyabrskoye,RU,2022-05-05 18:49:39,43.0645,44.7417,46.54,93,100,8.95
219,Yulara,AU,2022-05-05 18:49:39,-25.2406,130.9889,44.44,57,0,5.75
220,Gravata,BR,2022-05-05 18:49:40,-8.2011,-35.5647,77.79,70,100,11.9
221,Victor Harbor,AU,2022-05-05 18:49:40,-35.5667,138.6167,46.69,78,50,10.25
222,Olinda,BR,2022-05-05 18:49:40,-8.0089,-34.8553,85.73,66,40,10.36
223,Poum,NC,2022-05-05 18:49:41,-20.2333,164.0167,77.52,78,51,5.86
224,Wanning,CN,2022-05-05 18:49:41,18.8003,110.3967,76.37,90,94,4.09
225,Coquimbo,CL,2022-05-05 18:47:36,-29.9533,-71.3436,60.53,72,75,11.5
226,Santa Cruz,BO,2022-05-05 18:49:31,-17.8,-63.1667,78.85,31,0,4.61
227,Marshall,US,2022-05-05 18:49:42,34.3834,-86.3333,88.09,56,40,10.36
228,Komsomolskiy,UZ,2022-05-05 18:49:42,40.4272,71.7189,70.52,60,6,4.61
229,Sao Jose Da Coroa Grande,BR,2022-05-05 18:49:43,-8.8978,-35.1478,81.54,78,100,9.46
230,Hatta,IN,2022-05-05 18:49:43,24.1167,79.6,91.53,18,1,6.06
231,Bereda,ES,2022-05-05 18:50:44,43.2686,-7.5406,58.41,80,1,6.04
232,Santiago Del Estero,AR,2022-05-05 18:47:04,-27.7951,-64.2615,76.84,27,100,11.03
233,Ugoofaaru,MV,2022-05-05 18:50:44,5.6667,73.0,85.39,73,100,11.07
234,Kharp,RU,2022-05-05 18:50:45,66.8014,65.8081,14.61,97,93,3.65
235,Katsuura,JP,2022-05-05 18:50:45,35.1333,140.3,63.52,80,100,8.21
236,Hervey Bay,AU,2022-05-05 18:50:46,-25.2986,152.8535,73.51,84,3,7.61
237,Northam,GB,2022-05-05 18:50:46,51.0333,-4.2167,58.39,88,20,7.23
238,Tuktoyaktuk,CA,2022-05-05 18:50:47,69.4541,-133.0374,24.8,93,100,18.41
239,Chokurdakh,RU,2022-05-05 18:50:47,70.6333,147.9167,17.49,96,100,7.07
240,Usinsk,RU,2022-05-05 18:47:29,65.9939,57.5281,25.99,79,100,12.68
241,Priiskovyy,RU,2022-05-05 18:50:48,51.9333,116.6333,32.02,44,82,5.01
242,Sao Luis De Montes Belos,BR,2022-05-05 18:50:48,-16.525,-50.3722,83.32,43,0,4.21
243,Nemuro,JP,2022-05-05 18:50:49,43.3236,145.575,39.76,96,15,9.28
244,Baculin,PH,2022-05-05 18:50:53,7.4525,126.5842,77.38,83,100,5.64
245,Saint George,US,2022-05-05 18:47:41,37.1041,-113.5841,81.79,18,0,6.91
246,Lipari,IT,2022-05-05 18:50:54,38.4674,14.954,68.11,77,52,25.26
247,Veraval,IN,2022-05-05 18:50:54,20.9,70.3667,81.28,81,0,11.63
248,Fenyi,CN,2022-05-05 18:50:55,27.8112,114.6681,65.86,75,69,0.83
249,Lata,PT,2022-05-05 18:50:55,40.1629,-8.3327,64.18,65,11,3.96
250,Quatre Cocos,MU,2022-05-05 18:50:56,-20.2078,57.7625,77.11,82,49,21.52
251,Tura,IN,2022-05-05 18:50:56,25.5198,90.2201,69.15,92,4,4.16
252,Ardakan,IR,2022-05-05 18:50:56,32.31,54.0175,74.17,37,75,6.6
253,Margate,GB,2022-05-05 18:50:57,51.3813,1.3862,58.3,74,61,1.99
254,Sun Valley,US,2022-05-05 18:47:35,39.5963,-119.776,71.11,22,75,24.16
255,Mana,GF,2022-05-05 18:50:57,5.6592,-53.7767,82.29,75,100,6.96
256,Saldanha,ZA,2022-05-05 18:50:58,-33.0117,17.9442,57.25,96,44,6.13
257,Caledonia,US,2022-05-05 18:50:58,42.8078,-87.9242,59.14,70,0,6.91
258,Kingori,TZ,2022-05-05 18:51:01,-3.2833,36.9833,68.38,83,75,5.75
259,Havre-Saint-Pierre,CA,2022-05-05 18:51:01,50.2334,-63.5986,37.4,62,98,17.05
260,Bilibino,RU,2022-05-05 18:51:02,68.0546,166.4372,30.74,97,100,1.95
261,Upernavik,GL,2022-05-05 18:51:02,72.7868,-56.1549,14.94,79,45,7.58
262,Vestmannaeyjar,IS,2022-05-05 18:51:03,63.4427,-20.2734,42.87,61,96,25.68
263,Salekhard,RU,2022-05-05 18:51:03,66.53,66.6019,20.32,83,62,13.09
264,Maniitsoq,GL,2022-05-05 18:51:04,65.4167,-52.9,29.37,65,2,4.18
265,Pueblo Nuevo,MX,2022-05-05 18:51:04,23.3833,-105.3833,80.28,16,0,8.84
266,Klaksvik,FO,2022-05-05 18:51:05,62.2266,-6.589,47.32,81,100,19.48
267,Sangar,RU,2022-05-05 18:51:05,63.9242,127.4739,20.34,88,18,8.41
268,Balkhash,KZ,2022-05-05 18:51:06,46.844,74.9804,61.23,64,6,8.93
269,Kruisfontein,ZA,2022-05-05 18:51:06,-34.0033,24.7314,62.6,64,6,1.83
270,Marang,MY,2022-05-05 18:51:06,5.2056,103.2059,78.71,88,90,4.29
271,Serenje,ZM,2022-05-05 18:51:07,-13.2325,30.2352,56.82,88,6,4.0
272,Oranienburg,DE,2022-05-05 18:48:01,52.75,13.2333,60.91,60,84,5.32
273,Porbandar,IN,2022-05-05 18:51:08,21.6422,69.6093,82.15,75,0,11.52
274,Nichinan,JP,2022-05-05 18:51:08,31.6,131.3667,66.52,92,100,9.95
275,Buraydah,SA,2022-05-05 18:52:09,26.326,43.975,90.05,18,1,9.57
276,Mocuba,MZ,2022-05-05 18:52:09,-16.8392,36.9856,68.54,95,88,2.84
277,Wattegama,LK,2022-05-05 18:52:10,6.7989,81.4808,76.32,94,100,3.89
278,Tessalit,ML,2022-05-05 18:52:10,20.1986,1.0114,97.11,12,100,7.07
279,Teguldet,RU,2022-05-05 18:52:10,57.3064,88.1667,42.55,61,98,2.62
280,Troitsko-Pechorsk,RU,2022-05-05 18:52:11,62.7084,56.1964,25.05,88,19,4.38
281,Saint-Pierre,RE,2022-05-05 18:52:11,-21.3393,55.4781,76.68,78,40,23.02
282,Pinawa,CA,2022-05-05 18:52:12,50.1489,-95.8811,65.89,38,18,7.38
283,Nhulunbuy,AU,2022-05-05 18:52:13,-12.2333,136.7667,81.21,83,75,8.05
284,Aswan,EG,2022-05-05 18:51:41,24.0934,32.907,85.3,11,0,9.22
285,Kerema,PG,2022-05-05 18:52:13,-7.9631,145.7785,76.91,85,99,2.86
286,Jvari,GE,2022-05-05 18:52:14,42.7169,42.052,48.29,99,100,1.52
287,Nueva Gorgona,PA,2022-05-05 18:52:14,8.55,-79.8667,82.22,90,100,4.45
288,Bay Roberts,CA,2022-05-05 18:52:15,47.5999,-53.2648,47.95,82,100,7.0
289,Nushki,PK,2022-05-05 18:52:15,29.5542,66.0215,78.78,17,0,4.81
290,Kadoma,JP,2022-05-05 18:52:16,34.7333,135.5833,62.58,74,100,3.44
291,Matara,LK,2022-05-05 18:52:16,5.9485,80.5353,79.77,87,100,10.47
292,Guerrero Negro,MX,2022-05-05 18:49:15,27.9769,-114.0611,71.15,56,8,11.65
293,Kiunga,PG,2022-05-05 18:52:17,-6.1219,141.2906,71.98,100,92,2.08
294,North Bend,US,2022-05-05 18:52:17,43.4065,-124.2243,56.25,94,100,10.36
295,Mayo,US,2022-05-05 18:52:18,38.8876,-76.5119,68.45,72,100,5.99
